classification,gutenberg_id,title,author,paragraph_text,word_count,paragraph_count,suitable,reasoning,canonical_answer,distractors,keyword_flags,difficulty_tier,tier,pipeline_version,status
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"Half a mile from home, at the farther edge of the woods, where the land was highest, a great pine-tree stood, the last of its generation. Whether it was left for a boundary mark, or for what reason, no one could say; the woodchoppers who had felled its mates were dead and gone long ago, and a whole forest of sturdy trees, pines and oaks and maples, had grown again. But the stately head of this old pine towered above them all and made a landmark for sea and shore miles and miles away. Sylvia knew it well. She had always believed that whoever climbed to the top of it could see the ocean; and the little girl had often laid her hand on the great rough trunk and looked up wistfully at those dark boughs that the wind always stirred, no matter how hot and still the air might be below. Now she thought of the tree with a new excitement, for why, if one climbed it at break of day, could not one see all the world, and easily discover whence the white heron flew, and mark the place, and find the hidden nest?",196,1,true,"Official benchmark-aligned content candidate: sensory cluster: rough, dark, red, hot",,,,,,v4,duplicate
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"All night the door of the little house stood open, and the whippoorwills came and sang upon the very step. The young sportsman and his old hostess were sound asleep, but Sylvia’s great design kept her broad awake and watching. She forgot to think of sleep. The short summer night seemed as long as the winter darkness, and at last when the whippoorwills ceased, and she was afraid the morning would after all come too soon, she stole out of the house and followed the pasture path through the woods, hastening toward the open ground beyond, listening with a sense of comfort and companionship to the drowsy twitter of a half-awakened bird, whose perch she had jarred in passing. Alas, if the great wave of human interest which flooded for the first time this dull little life should sweep away the satisfactions of an existence heart to heart with nature and the dumb life of the forest!",157,1,true,Official benchmark-aligned content candidate: comparison is pointable,,,,,1,v4,duplicate
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"The next day the young sportsman hovered about the woods, and Sylvia kept him company, having lost her first fear of the friendly lad, who proved to be most kind and sympathetic. He told her many things about the birds and what they knew and where they lived and what they did with themselves. And he gave her a jack-knife, which she thought as great a treasure as if she were a desert-islander. All day long he did not once make her troubled or afraid except when he brought down some unsuspecting singing creature from its bough. Sylvia would have liked him vastly better without his gun; she could not understand why he killed the very birds he seemed to like so much. But as the day waned, Sylvia still watched the young man with loving admiration. She had never seen anybody so charming and delightful; the woman’s heart, asleep in the child, was vaguely thrilled by a dream of love. Some premonition of that great power stirred and swayed these young foresters who traversed the solemn woodlands with soft-footed silent care. They stopped to listen to a bird’s song; they pressed forward again eagerly, parting the branches,—speaking to each other rarely and in whispers; the young man going first and Sylvia following, fascinated, a few steps behind, with her gray eyes dark with excitement.",225,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"It was a surprise to find so clean and comfortable a little dwelling in this New England wilderness. The young man had known the horrors of its most primitive housekeeping, and the dreary squalor of that level of society which does not rebel at the companionship of hens. This was the best thrift of an old-fashioned farmstead, though on such a small scale that it seemed like a hermitage. He listened eagerly to the old woman’s quaint talk, he watched Sylvia’s pale face and shining gray eyes with ever growing enthusiasm, and insisted that this was the best supper he had eaten for a month; then, afterward, the new-made friends sat down in the doorway together while the moon came up.

Soon it would be berry-time, and Sylvia was a great help at picking. The cow was a good milker, though a plaguy thing to keep track of, the hostess gossiped frankly, adding presently that she had buried four children, so that Sylvia’s mother, and a son (who might be dead) in California were all the children she had left. “Dan, my boy, was a great hand to go gunning,” she explained sadly. “I never wanted for pa’tridges or gray squer’ls while he was to home. He’s been a great wand’rer, I expect, and he’s no hand to write letters. There, I don’t blame him, I’d ha’ seen the world myself if it had been so I could.",238,2,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"Sylvia’s heart gave a wild beat; she knew that strange white bird, and had once stolen softly near where it stood in some bright green swamp grass, away over at the other side of the woods. There was an open place where the sunshine always seemed strangely yellow and hot, where tall, nodding rushes grew, and her grandmother had warned her that she might sink in the soft black mud underneath and never be heard of more. Not far beyond were the salt marshes and beyond those was the sea, the sea which Sylvia wondered and dreamed about, but never had looked upon, though its great voice could often be heard above the noise of the woods on stormy nights.

“I can’t think of anything I should like so much as to find that heron’s nest,” the handsome stranger was saying. “I would give ten dollars to anybody who could show it to me,” he added desperately, “and I mean to spend my whole vacation hunting for it if need be. Perhaps it was only migrating, or had been chased out of its own region by some bird of prey.”

Mrs. Tilley gave amazed attention to all this, but Sylvia still watched the toad, not divining, as she might have done at some calmer time, that the creature wished to get to its hole under the doorstep, and was much hindered by the unusual spectators at that hour of the evening. No amount of thought, that night, could decide how many wished-for treasures the ten dollars, so lightly spoken of, would buy.",262,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,74980,A White Heron,Sarah Orne Jewett,"The child gives a long sigh a minute later when a company of shouting cat-birds comes also to the tree, and vexed by their fluttering and lawlessness the solemn heron goes away. She knows his secret now, the wild, light, slender bird that floats and wavers, and goes back like an arrow presently to his home in the green world beneath. Then Sylvia, well satisfied, makes her perilous way down again, not daring to look far below the branch she stands on, ready to cry sometimes because her fingers ache and her lamed feet slip. Wondering over and over again what the stranger would say to her, and what he would think when she told him how to find his way straight to the heron’s nest.

“Sylvy, Sylvy!” called the busy old grandmother again and again, but nobody answered, and the small husk bed was empty, and Sylvia had disappeared.

The guest waked from a dream, and remembering his day’s pleasure hurried to dress himself that it might sooner begin. He was sure from the way the shy little girl looked once or twice yesterday that she had at least seen the white heron, and now she must really be persuaded to tell. Here she comes now, paler than ever, and her worn old frock is torn and tattered, and smeared with pine pitch. The grandmother and the sportsman stand in the door together and question her, and the splendid moment has come to speak of the dead hemlock-tree by the green marsh.",253,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"Wherever Orpheus wandered with his lyre, no one had the will to forbid him entrance; and at length he found unguarded that very cave that leads to the Underworld where Pluto rules the spirits of the dead. He went down without fear. The fire in his living heart found him a way through the gloom of that place. He crossed the Styx, the black river that the gods name as their most sacred oath. Charon, the harsh old ferryman who takes the Shades across, forgot to ask of him the coin that every soul must pay. For Orpheus sang. There in the Underworld the song of Apollo would not have moved the poor ghosts so much. It would have amazed them, like a star far off that no one understands. But here was a human singer, and he sang of things that grow in every human heart, youth and love and death, the sweetness of the Earth, and the bitterness of losing aught that is dear to us.",168,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"Indeed, as days went by, it seemed as if summer had come to stay, and, like the shepherd, found the place friendly. Nowhere else were the flocks so white and fair to see, like clouds loitering along a bright sky; and sometimes, when he chose, their keeper sang to them. Then the grasshoppers drew near and the swans sailed close to the river banks, and the country-men gathered about to hear wonderful tales of the slaying of the monster Python, and of a king with ass's ears, and of a lovely maiden, Daphne, who grew into a laurel-tree. In time the rumor of these things drew the king himself to listen; and Admetus, who had been to see the world in the ship Argo, knew at once that this was no earthly shepherd, but a god. From that day, like a true king, he treated his guest with reverence and friendliness, asking no questions; and the god was well pleased.",160,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"So, with bitter peril, the ship passed by and came to the island of Thrinacia; and here are goodly pastures for the flocks and herds of the Sun. Odysseus, who feared lest his men might forget the warning of Tiresias, was very loath to land. But the sailors were weary and worn to the verge of mutiny, and they swore, moreover, that they would never lay hands on the sacred kine. So they landed, thinking to depart next day. But with the next day came a tempest that blew for a month without ceasing, so that they were forced to beach the ship and live on the island with their store of corn and wine. When that was gone they had to hunt and fish, and it happened that, while Odysseus was absent in the woods one day, his shipmates broke their oath. ""For,"" said they, ""when we are once more in Ithaca we will make amends to Helios with sacrifice. But let us rather drown than waste to death with hunger."" So they drove off the best of the cattle of the Sun and slew them. When the king returned, he found them at their fateful banquet; but it was too late to save them from the wrath of the gods.",212,1,true,Official benchmark-aligned content candidate: official-aligned content kept; no exact Mood effect with evidence evidence labeled yet,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"Now the dead, when they go to the Underworld, drink of the pool of Lethe; and forgetfulness of all that has passed comes upon them like a sleep, and they lose their longing for the world, they lose their memory of pain, and live content with that cool twilight. But not the pool of Lethe itself could withstand the song of Orpheus; and in the hearts of the Shades all the old dreams awoke wondering. They remembered once more the life of men on Earth, the glory of the sun and moon, the sweetness of new grass, the warmth of their homes, all the old joy and grief that they had known. And they wept.

Even the Furies were moved to pity. Those, too, who were suffering punishment for evil deeds ceased to be tormented for themselves, and grieved only for the innocent Orpheus who had lost Eurydice. Sisyphus, that fraudulent king (who is doomed to roll a monstrous boulder uphill forever), stopped to listen. The daughters of Danaus left off their task of drawing water in a sieve. Tantalus forgot hunger and thirst, though before his eyes hung magical fruits that were wont to vanish out of his grasp, and just beyond reach bubbled the water that was a torment to his ears; he did not hear it while Orpheus sang.",222,2,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
